Date,Day,Occasion_English,Occasion_Gujarati,Category,Cultural_Context,Visual_Mood,Priority,Message_English,Message_Gujarati,Illustration_Prompt,Palette,Style,Season,Language,Approval_Status,Version,Record_Type
2026-09-10,Thursday,World Suicide Prevention Day,વિશ્વ આત્મહત્યા નિવારણ દિવસ,Social Awareness,Global,Compassion,1,"Let the meaning of World Suicide Prevention Day guide us toward responsibility, respect and thoughtful action.","વિશ્વ આત્મહત્યા નિવારણ દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for World Suicide Prevention Day; cultural context: Global; mood: Compassion; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Monsoon,EN+GU,Draft,1.0,Named Occasion
2026-09-11,Friday,Character Day,ચારિત્ર્ય દિવસ,Indian Values,Indian,Integrity,3,"Character is built quietly, through choices made when no one is watching.","ચારિત્ર્ય શાંતિથી બને છે—ખાસ કરીને ત્યારે, જ્યારે કોઈ જોઈ રહ્યું ન હોય અને આપણે યોગ્ય પસંદગી કરીએ.",Premium greeting-card artwork for Character Day; cultural context: Indian; mood: Integrity; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Classic Heritage,Monsoon,EN+GU,Draft,1.0,Evergreen
2026-09-12,Saturday,Gratitude Day,કૃતજ્ઞતા દિવસ,Indian Values,Indian,Gratitude,3,Gratitude does not reduce ambition; it gives ambition a peaceful foundation.,કૃતજ્ઞતા મહત્ત્વાકાંક્ષાને ઘટાડતી નથી; તે તેને શાંતિપૂર્ણ આધાર આપે છે.,Premium greeting-card artwork for Gratitude Day; cultural context: Indian; mood: Gratitude; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Monsoon,EN+GU,Draft,1.0,Evergreen
2026-09-13,Sunday,Learning Day,શીખવાનો દિવસ,Education,Indian,Wisdom,3,Every person we meet and every difficulty we face can become a teacher.,અપણે મળતા દરેક વ્યક્તિ અને સામનો કરતી દરેક મુશ્કેલી એક શિક્ષક બની શકે છે.,Premium greeting-card artwork for Learning Day; cultural context: Indian; mood: Wisdom; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Peacock Royal,Modern Editorial,Monsoon,EN+GU,Draft,1.0,Evergreen
2026-09-14,Monday,Hindi Diwas • Ganesh Chaturthi,હિન્દી દિવસ • ગણેશ ચતુર્થી,Language and Festival,Indian,Wisdom,1,"Let the meaning of Hindi Diwas • Ganesh Chaturthi guide us toward responsibility, respect and thoughtful action.","હિન્દી દિવસ • ગણેશ ચતુર્થીનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Hindi Diwas • Ganesh Chaturthi; cultural context: Indian; mood: Wisdom; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Royal Saffron,Royal Greeting,Monsoon,EN+GU,Draft,1.0,Named Occasion
2026-09-15,Tuesday,Engineers' Day,ઇજનેર દિવસ,Professional Appreciation,Indian,Innovation,1,"Let the meaning of Engineers' Day guide us toward responsibility, respect and thoughtful action.","ઇજનેર દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Engineers' Day; cultural context: Indian; mood: Innovation; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Peacock Royal,Modern Editorial,Monsoon,EN+GU,Draft,1.0,Named Occasion
2026-09-16,Wednesday,World Ozone Day,વિશ્વ ઓઝોન દિવસ,Environment,Global,Responsibility,1,"Let the meaning of World Ozone Day guide us toward responsibility, respect and thoughtful action.","વિશ્વ ઓઝોન દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for World Ozone Day; cultural context: Global; mood: Responsibility; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Nature Canvas,Monsoon,EN+GU,Draft,1.0,Named Occasion
2026-09-17,Thursday,Mindful Living Day,સજાગ જીવન દિવસ,Everyday Inspiration,Indian,Balance,3,A balanced life grows from thoughtful choices repeated with patience.,સંતુલિત જીવન ધીરજ સાથે વારંવાર કરેલી વિચારપૂર્વકની પસંદગીઓથી વિકસે છે.,Premium Indian-context greeting-card artwork for Mindful Living Day; mood: Balance; season: Monsoon; elegant composition with clear bilingual text space; no text inside artwork.,Monsoon Green,Spiritual Serenity,Monsoon,EN+GU,Draft,1.0,Evergreen
2026-09-18,Friday,Patience Day,ધીરજ દિવસ,Everyday Inspiration,Indian,Calm,3,Patience is not inaction; it is steady effort without unnecessary anxiety.,ધીરજ નિષ્ક્રિયતા નથી; તે અનાવશ્યક ચિંતા વિના સતત પ્રયત્ન છે.,Premium greeting-card artwork for Patience Day; cultural context: Indian; mood: Calm; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Spiritual Serenity,Monsoon,EN+GU,Draft,1.0,Evergreen
2026-09-19,Saturday,Unity Day,એકતા દિવસ,Indian Values,Indian,Unity,3,Differences become strength when people work together with mutual respect.,લોકો પરસ્પર સન્માનથી સાથે કામ કરે ત્યારે ભિન્નતા શક્તિ બની જાય છે.,Premium greeting-card artwork for Unity Day; cultural context: Indian; mood: Unity; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Royal Saffron,Classic Heritage,Monsoon,EN+GU,Draft,1.0,Evergreen
2026-09-20,Sunday,World Cleanup Day,વિશ્વ સ્વચ્છતા દિવસ,Environment,Global,Responsibility,1,"Let the meaning of World Cleanup Day guide us toward responsibility, respect and thoughtful action.","વિશ્વ સ્વચ્છતા દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for World Cleanup Day; cultural context: Global; mood: Responsibility; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Modern Editorial,Monsoon,EN+GU,Draft,1.0,Named Occasion
2026-09-21,Monday,International Day of Peace,આંતરરાષ્ટ્રીય શાંતિ દિવસ,Global Values,Global,Peace,1,"Let the meaning of International Day of Peace guide us toward responsibility, respect and thoughtful action.","આંતરરાષ્ટ્રીય શાંતિ દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for International Day of Peace; cultural context: Global; mood: Peace; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Spiritual Serenity,Monsoon,EN+GU,Draft,1.0,Named Occasion
2026-09-22,Tuesday,World Rose Day,વિશ્વ ગુલાબ દિવસ,Compassion,Global,Hope,1,"Let the meaning of World Rose Day guide us toward responsibility, respect and thoughtful action.","વિશ્વ ગુલાબ દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for World Rose Day; cultural context: Global; mood: Hope; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Monsoon,EN+GU,Draft,1.0,Named Occasion
2026-09-23,Wednesday,International Day of Sign Languages,આંતરરાષ્ટ્રીય સંકેત ભાષા દિવસ,Inclusion,Global,Inclusion,1,"Let the meaning of International Day of Sign Languages guide us toward responsibility, respect and thoughtful action.","આંતરરાષ્ટ્રીય સંકેત ભાષા દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for International Day of Sign Languages; cultural context: Global; mood: Inclusion; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Peacock Royal,Modern Editorial,Monsoon,EN+GU,Draft,1.0,Named Occasion
2026-09-24,Thursday,Gratitude Day,કૃતજ્ઞતા દિવસ,Indian Values,Indian,Gratitude,3,Gratitude does not reduce ambition; it gives ambition a peaceful foundation.,કૃતજ્ઞતા મહત્ત્વાકાંક્ષાને ઘટાડતી નથી; તે તેને શાંતિપૂર્ણ આધાર આપે છે.,Premium greeting-card artwork for Gratitude Day; cultural context: Indian; mood: Gratitude; season: Monsoon; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Monsoon,EN+GU,Draft,1.0,Evergreen
